# Synthetic Lorentzian Profile
# centroid = 12.5
# gam = 2.
# amp = 1.
# sigmas = 5%
# COLUMN 1 - Abscissa
# COLUMN 2 - Ordinate
# COLUMN 3 - Sigma
     5.84999990     0.02211289     0.00110564
     5.90000010     0.02244165     0.00112208
     5.94999981     0.02277774     0.00113889
     6.00000000     0.02312139     0.00115607
     6.05000019     0.02347280     0.00117364
     6.09999990     0.02383222     0.00119161
     6.15000010     0.02419989     0.00120999
     6.19999981     0.02457606     0.00122880
     6.25000000     0.02496100     0.00124805
     6.30000019     0.02535497     0.00126775
     6.34999990     0.02575826     0.00128791
     6.40000010     0.02617116     0.00130856
     6.44999981     0.02659398     0.00132970
     6.50000000     0.02702703     0.00135135
     6.55000019     0.02747064     0.00137353
     6.59999990     0.02792516     0.00139626
     6.65000010     0.02839094     0.00141955
     6.69999981     0.02886836     0.00144342
     6.75000000     0.02935780     0.00146789
     6.80000019     0.02985966     0.00149298
     6.84999990     0.03037436     0.00151872
     6.90000010     0.03090235     0.00154512
     6.94999981     0.03144407     0.00157220
     7.00000000     0.03200000     0.00160000
     7.05000019     0.03257064     0.00162853
     7.09999990     0.03315650     0.00165782
     7.15000010     0.03375812     0.00168791
     7.19999981     0.03437607     0.00171880
     7.25000000     0.03501094     0.00175055
     7.30000019     0.03566334     0.00178317
     7.34999990     0.03633391     0.00181670
     7.40000010     0.03702333     0.00185117
     7.44999981     0.03773228     0.00188661
     7.50000000     0.03846154     0.00192308
     7.55000019     0.03921184     0.00196059
     7.59999990     0.03998401     0.00199920
     7.65000010     0.04077888     0.00203894
     7.69999981     0.04159734     0.00207987
     7.75000000     0.04244032     0.00212202
     7.80000019     0.04330879     0.00216544
     7.84999990     0.04420378     0.00221019
     7.90000010     0.04512635     0.00225632
     7.94999981     0.04607764     0.00230388
     8.00000000     0.04705882     0.00235294
     8.05000019     0.04807115     0.00240356
     8.10000038     0.04911592     0.00245580
     8.14999962     0.05019450     0.00250972
     8.19999981     0.05130836     0.00256542
     8.25000000     0.05245902     0.00262295
     8.30000019     0.05364808     0.00268240
     8.35000038     0.05487723     0.00274386
     8.39999962     0.05614822     0.00280741
     8.44999981     0.05746300     0.00287315
     8.50000000     0.05882353     0.00294118
     8.55000019     0.06023190     0.00301159
     8.60000038     0.06169033     0.00308452
     8.64999962     0.06320112     0.00316006
     8.69999981     0.06476683     0.00323834
     8.75000000     0.06639004     0.00331950
     8.80000019     0.06807353     0.00340368
     8.85000038     0.06982023     0.00349101
     8.89999962     0.07163322     0.00358166
     8.94999981     0.07351589     0.00367579
     9.00000000     0.07547170     0.00377358
     9.05000019     0.07750437     0.00387522
     9.10000038     0.07961785     0.00398089
     9.14999962     0.08181630     0.00409081
     9.19999981     0.08410428     0.00420521
     9.25000000     0.08648649     0.00432432
     9.30000019     0.08896798     0.00444840
     9.35000038     0.09155415     0.00457771
     9.39999962     0.09425069     0.00471253
     9.44999981     0.09706381     0.00485319
     9.50000000     0.10000000     0.00500000
     9.55000019     0.10306624     0.00515331
     9.60000038     0.10626995     0.00531350
     9.64999962     0.10961904     0.00548095
     9.69999981     0.11312216     0.00565611
     9.75000000     0.11678832     0.00583942
     9.80000019     0.12062728     0.00603136
     9.85000038     0.12464945     0.00623247
     9.89999962     0.12886594     0.00644330
     9.94999981     0.13328889     0.00666444
    10.00000000     0.13793103     0.00689655
    10.05000019     0.14280616     0.00714031
    10.10000038     0.14792903     0.00739645
    10.14999962     0.15331540     0.00766577
    10.19999981     0.15898249     0.00794912
    10.25000000     0.16494845     0.00824742
    10.30000019     0.17123289     0.00856164
    10.35000038     0.17785688     0.00889284
    10.39999962     0.18484282     0.00924214
    10.44999981     0.19221525     0.00961076
    10.50000000     0.20000000     0.01000000
    10.55000019     0.20822491     0.01041125
    10.60000038     0.21691979     0.01084599
    10.64999962     0.22611637     0.01130582
    10.69999981     0.23584902     0.01179245
    10.75000000     0.24615385     0.01230769
    10.80000019     0.25706944     0.01285347
    10.85000038     0.26863676     0.01343184
    10.89999962     0.28089878     0.01404494
    10.94999981     0.29390150     0.01469508
    11.00000000     0.30769232     0.01538462
    11.05000019     0.32232076     0.01611604
    11.10000038     0.33783793     0.01689190
    11.14999962     0.35429570     0.01771479
    11.19999981     0.37174714     0.01858736
    11.25000000     0.39024389     0.01951220
    11.30000019     0.40983614     0.02049181
    11.35000038     0.43057063     0.02152853
    11.39999962     0.45248848     0.02262442
    11.44999981     0.47562414     0.02378121
    11.50000000     0.50000000     0.02500000
    11.55000019     0.52562428     0.02628121
    11.60000038     0.55248642     0.02762432
    11.64999962     0.58055133     0.02902757
    11.69999981     0.60975599     0.03048780
    11.75000000     0.63999999     0.03200000
    11.80000019     0.67114103     0.03355705
    11.85000038     0.70298791     0.03514940
    11.89999962     0.73529387     0.03676469
    11.94999981     0.76775420     0.03838771
    12.00000000     0.80000001     0.04000000
    12.05000019     0.83160090     0.04158004
    12.10000038     0.86206919     0.04310346
    12.14999962     0.89086837     0.04454342
    12.19999981     0.91743106     0.04587155
    12.25000000     0.94117647     0.04705882
    12.30000019     0.96153849     0.04807692
    12.35000038     0.97799522     0.04889976
    12.39999962     0.99009889     0.04950494
    12.44999981     0.99750620     0.04987531
    12.50000000     1.00000000     0.05000000
    12.55000019     0.99750620     0.04987531
    12.60000038     0.99009889     0.04950494
    12.64999962     0.97799522     0.04889976
    12.69999981     0.96153849     0.04807692
    12.75000000     0.94117647     0.04705882
    12.80000019     0.91743106     0.04587155
    12.85000038     0.89086837     0.04454342
    12.89999962     0.86206919     0.04310346
    12.94999981     0.83160090     0.04158004
    13.00000000     0.80000001     0.04000000
    13.05000019     0.76775420     0.03838771
    13.10000038     0.73529387     0.03676469
    13.14999962     0.70298791     0.03514940
    13.19999981     0.67114103     0.03355705
    13.25000000     0.63999999     0.03200000
    13.30000019     0.60975599     0.03048780
    13.35000038     0.58055133     0.02902757
    13.39999962     0.55248642     0.02762432
    13.44999981     0.52562428     0.02628121
    13.50000000     0.50000000     0.02500000
    13.55000019     0.47562414     0.02378121
    13.60000038     0.45248848     0.02262442
    13.64999962     0.43057063     0.02152853
    13.69999981     0.40983614     0.02049181
    13.75000000     0.39024389     0.01951220
    13.80000019     0.37174714     0.01858736
    13.85000038     0.35429570     0.01771479
    13.89999962     0.33783793     0.01689190
    13.94999981     0.32232076     0.01611604
    14.00000000     0.30769232     0.01538462
    14.05000019     0.29390150     0.01469508
    14.10000038     0.28089878     0.01404494
    14.14999962     0.26863676     0.01343184
    14.19999981     0.25706944     0.01285347
    14.25000000     0.24615385     0.01230769
    14.30000019     0.23584902     0.01179245
    14.35000038     0.22611637     0.01130582
    14.39999962     0.21691979     0.01084599
    14.44999981     0.20822491     0.01041125
    14.50000000     0.20000000     0.01000000
    14.55000019     0.19221525     0.00961076
    14.60000038     0.18484282     0.00924214
    14.64999962     0.17785688     0.00889284
    14.69999981     0.17123289     0.00856164
    14.75000000     0.16494845     0.00824742
    14.80000019     0.15898249     0.00794912
    14.85000038     0.15331540     0.00766577
    14.89999962     0.14792903     0.00739645
    14.94999981     0.14280616     0.00714031
    15.00000000     0.13793103     0.00689655
    15.05000019     0.13328889     0.00666444
    15.10000038     0.12886594     0.00644330
    15.14999962     0.12464945     0.00623247
    15.19999981     0.12062728     0.00603136
    15.25000000     0.11678832     0.00583942
    15.30000019     0.11312216     0.00565611
    15.35000038     0.10961904     0.00548095
    15.39999962     0.10626995     0.00531350
    15.44999981     0.10306624     0.00515331
    15.50000000     0.10000000     0.00500000
    15.55000019     0.09706381     0.00485319
    15.60000038     0.09425069     0.00471253
    15.64999962     0.09155415     0.00457771
    15.69999981     0.08896798     0.00444840
    15.75000000     0.08648649     0.00432432
    15.80000019     0.08410428     0.00420521
    15.85000038     0.08181630     0.00409081
    15.89999962     0.07961785     0.00398089
    15.94999981     0.07750437     0.00387522
    16.00000000     0.07547170     0.00377358
    16.04999924     0.07351593     0.00367580
    16.10000038     0.07163322     0.00358166
    16.14999962     0.06982023     0.00349101
    16.20000076     0.06807350     0.00340367
    16.25000000     0.06639004     0.00331950
    16.29999924     0.06476686     0.00323834
    16.35000038     0.06320112     0.00316006
    16.39999962     0.06169033     0.00308452
    16.45000076     0.06023188     0.00301159
    16.50000000     0.05882353     0.00294118
    16.54999924     0.05746303     0.00287315
    16.60000038     0.05614822     0.00280741
    16.64999962     0.05487723     0.00274386
    16.70000076     0.05364805     0.00268240
    16.75000000     0.05245902     0.00262295
    16.79999924     0.05130838     0.00256542
    16.85000038     0.05019450     0.00250972
    16.89999962     0.04911592     0.00245580
    16.95000076     0.04807113     0.00240356
    17.00000000     0.04705882     0.00235294
    17.04999924     0.04607765     0.00230388
    17.10000038     0.04512635     0.00225632
    17.14999962     0.04420379     0.00221019
    17.20000076     0.04330878     0.00216544
    17.25000000     0.04244032     0.00212202
    17.29999924     0.04159735     0.00207987
    17.35000038     0.04077887     0.00203894
    17.39999962     0.03998401     0.00199920
    17.45000076     0.03921183     0.00196059
    17.50000000     0.03846154     0.00192308
    17.54999924     0.03773230     0.00188661
    17.60000038     0.03702332     0.00185117
    17.64999962     0.03633391     0.00181670
    17.70000076     0.03566333     0.00178317
    17.75000000     0.03501094     0.00175055
    17.79999924     0.03437608     0.00171880
    17.85000038     0.03375812     0.00168791
    17.89999962     0.03315650     0.00165783
    17.95000076     0.03257063     0.00162853
    18.00000000     0.03200000     0.00160000
    18.04999924     0.03144408     0.00157220
    18.10000038     0.03090234     0.00154512
    18.14999962     0.03037437     0.00151872
    18.20000076     0.02985965     0.00149298
    18.25000000     0.02935780     0.00146789
    18.29999924     0.02886837     0.00144342
    18.35000038     0.02839094     0.00141955
    18.39999962     0.02792517     0.00139626
    18.45000076     0.02747064     0.00137353
    18.50000000     0.02702703     0.00135135
    18.54999924     0.02659398     0.00132970
    18.60000038     0.02617116     0.00130856
    18.64999962     0.02575826     0.00128791
    18.70000076     0.02535496     0.00126775
    18.75000000     0.02496100     0.00124805
    18.79999924     0.02457607     0.00122880
    18.85000038     0.02419989     0.00120999
    18.89999962     0.02383222     0.00119161
    18.95000076     0.02347280     0.00117364
    19.00000000     0.02312139     0.00115607
    19.04999924     0.02277775     0.00113889
    19.10000038     0.02244165     0.00112208
    19.14999962     0.02211289     0.00110564
    19.20000076     0.02179123     0.00108956
    19.25000000     0.02147651     0.00107383
    19.29999924     0.02116851     0.00105843
    19.35000038     0.02086702     0.00104335
    19.39999962     0.02057190     0.00102860
    19.45000076     0.02028294     0.00101415
    19.50000000     0.02000000     0.00100000
    19.54999924     0.01972290     0.00098614
    19.60000038     0.01945147     0.00097257
    19.64999962     0.01918557     0.00095928
    19.70000076     0.01892505     0.00094625
    19.75000000     0.01866978     0.00093349
    19.79999924     0.01841960     0.00092098
    19.85000038     0.01817438     0.00090872
    19.89999962     0.01793400     0.00089670
    19.95000076     0.01769833     0.00088492
    20.00000000     0.01746725     0.00087336
