# Column 1: Frequency (microHz)
# Column 2: 
1.828069507864028367e+02 4.522700755379742144e-01
1.828175207170640988e+02 8.593690137984119071e-01
1.828280906477253609e+02 4.842721233128597924e-01
1.828386605783865946e+02 1.579947466573222936e+00
1.828492305090478567e+02 3.023483635447940188e+00
1.828598004397091188e+02 2.900441287282252145e-01
1.828703703703703809e+02 2.307165585852883449e+00
1.828809403010316146e+02 4.377020658205947434e+00
1.828915102316928767e+02 5.347960401424495025e+00
1.829020801623541388e+02 1.653282709491185276e+00
1.829126500930154009e+02 1.223377636692386305e+00
1.829232200236766630e+02 1.914255184740548454e+00
1.829337899543378967e+02 2.074965689369175692e+00
1.829443598849991588e+02 1.553253975609796278e+00
1.829549298156604209e+02 1.508128096897534798e+00
1.829654997463216830e+02 6.354128644384313240e+00
1.829760696769829167e+02 1.263595044004326207e+00
1.829866396076441788e+02 1.345811710334510747e-01
1.829972095383054409e+02 2.346356619767772322e+00
1.830077794689667030e+02 6.154958257234603991e-01
1.830183493996279367e+02 8.171367148150221818e-03
1.830289193302891988e+02 4.474974573927388843e-01
1.830394892609504609e+02 3.256774442013099957e+00
1.830500591916117230e+02 2.563406618832527184e-01
1.830606291222729567e+02 1.253176468047276115e+00
1.830711990529342188e+02 2.125104830030554171e-01
1.830817689835954809e+02 7.403026333119577806e-02
1.830923389142567430e+02 5.135086665016844742e-01
1.831029088449179767e+02 8.143729663344674297e-01
1.831134787755792388e+02 1.071707635735349218e+00
1.831240487062405009e+02 3.970196668414914254e-01
1.831346186369017630e+02 5.461724968415094139e+00
1.831451885675629967e+02 1.655721190027516221e-01
1.831557584982242588e+02 1.705107993964473934e-01
1.831663284288855209e+02 3.920293496074180428e+00
1.831768983595467830e+02 1.085685066960940803e+00
1.831874682902080167e+02 1.901851130157410807e+00
1.831980382208692788e+02 1.410807705549576907e+00
1.832086081515305409e+02 6.089823490826664631e-01
1.832191780821918030e+02 3.428549661542576565e+00
1.832297480128530651e+02 5.789004209038576931e+00
1.832403179435142988e+02 1.645553263134543753e+00
1.832508878741755609e+02 1.239606473216959548e-01
1.832614578048368230e+02 6.210570095854548445e-01
1.832720277354980851e+02 1.063898780217611695e-01
1.832825976661593188e+02 2.914136710453591572e+00
1.832931675968205809e+02 2.210545572320508523e+00
1.833037375274818430e+02 1.703508538910896153e+00
1.833143074581431051e+02 8.208040098071271995e-01
1.833248773888043388e+02 1.272947007150138088e+00
1.833354473194656009e+02 1.455531743902446884e+00
1.833460172501268630e+02 6.456466789116154459e+00
1.833565871807880967e+02 6.342182956674350391e-01
1.833671571114493304e+02 5.050350229799395185e-01
1.833777270421105925e+02 2.464572009894183680e+00
1.833882969727718546e+02 4.488026560782920171e+00
1.833988669034331167e+02 7.652769892537693019e-01
1.834094368340943504e+02 3.455601639072784170e+00
1.834200067647556125e+02 3.682286922391313944e+00
1.834305766954168746e+02 1.450032112712793086e+00
1.834411466260781367e+02 6.817888609155003943e-01
1.834517165567393704e+02 2.521652756004681972e-01
1.834622864874006325e+02 1.912592004183922390e+00
1.834728564180618946e+02 1.141318734505050614e+00
1.834834263487231567e+02 3.109981005770277918e+00
1.834939962793843904e+02 1.419548743341918717e+00
1.835045662100456525e+02 8.714110202389532267e-01
1.835151361407069146e+02 2.349576021142453008e+00
1.835257060713681767e+02 2.552654967632814742e+00
1.835362760020294104e+02 4.168394892711854705e-01
1.835468459326906725e+02 1.171314395956859267e+00
1.835574158633519346e+02 1.293308017577843749e+00
1.835679857940131967e+02 7.079155442258596720e-01
1.835785557246744304e+02 1.072213874633360237e-01
1.835891256553356925e+02 7.536695202958905160e-01
1.835996955859969546e+02 1.945390850648630043e-01
1.836102655166582167e+02 3.559072420390544167e+00
1.836208354473194788e+02 9.025780063763492178e-01
1.836314053779807125e+02 2.983558958065565259e-01
1.836419753086419746e+02 1.753598988718694018e+00
1.836525452393032367e+02 1.641756497569503148e+00
1.836631151699644988e+02 2.441336069659239882e+00
1.836736851006257325e+02 2.781531395162052611e+00
1.836842550312869946e+02 4.175187482906865533e-02
1.836948249619482567e+02 1.062596938842817751e-01
1.837053948926095188e+02 1.270047665917120927e+00
1.837159648232707525e+02 8.577326858561631351e-01
1.837265347539320146e+02 3.094914405724881412e+00
1.837371046845932767e+02 1.882114890870801194e+00
1.837476746152545388e+02 1.927586871827400117e+01
1.837582445459157725e+02 1.500146832392394103e+00
1.837688144765770346e+02 1.477839773901386655e+00
1.837793844072382967e+02 9.301503572360032557e-01
1.837899543378995588e+02 6.321266066551582685e-02
1.838005242685607925e+02 2.105652778216799692e-01
1.838110941992220546e+02 3.402505468803903810e+00
1.838216641298833167e+02 3.939410751632439478e+00
1.838322340605445788e+02 3.317858252362963611e+00
1.838428039912058125e+02 3.291327041305193157e-01
1.838533739218670746e+02 1.270090646376197840e+00
1.838639438525283367e+02 1.417106477225220207e+00
1.838745137831895988e+02 6.944742168866155918e-01
1.838850837138508325e+02 2.765906576919288096e+00
1.838956536445120946e+02 6.482563141854125188e-01
1.839062235751733567e+02 4.934601808052027083e-01
1.839167935058346188e+02 3.016514055603970679e+00
1.839273634364958809e+02 2.018262861590353729e+00
1.839379333671571146e+02 1.147240660867776096e+00
1.839485032978183767e+02 2.022296384983913065e+00
1.839590732284796388e+02 1.826839531103109815e+00
1.839696431591409009e+02 8.387842166214571904e-01
1.839802130898021346e+02 1.211594780680378181e+00
1.839907830204633967e+02 1.796534567953126937e-01
1.840013529511246588e+02 2.229964893495489875e+00
1.840119228817859209e+02 1.338130251666225901e+00
1.840224928124471546e+02 1.198342765743653365e-01
1.840330627431084167e+02 6.109098209906535515e-02
1.840436326737696788e+02 3.034365819381750970e-02
1.840542026044309409e+02 5.281387383592452966e-01
1.840647725350921746e+02 5.353726344142127891e-01
1.840753424657534367e+02 9.515872684423087868e-01
1.840859123964146988e+02 4.410175285421885860e+00
1.840964823270759609e+02 8.761718733116614644e-01
1.841070522577371946e+02 7.924686388864722320e-01
1.841176221883984567e+02 4.780783607487111730e+00
1.841281921190597188e+02 2.109034860846952242e+00
1.841387620497209809e+02 1.902552082805015476e-01
1.841493319803822146e+02 2.686543104148948924e+00
1.841599019110434767e+02 2.891503412902754810e+00
1.841704718417047388e+02 1.738285302139103372e+00
1.841810417723660009e+02 5.154161470271811041e+00
1.841916117030272346e+02 2.310425419195799857e-01
1.842021816336884683e+02 7.370815207891913134e-01
1.842127515643497304e+02 1.307836142719470462e+00
1.842233214950109925e+02 8.455318885401792439e-01
1.842338914256722262e+02 5.810735025964797185e-01
1.842444613563334883e+02 1.641722282597985957e-02
1.842550312869947504e+02 1.249187206689196916e+00
1.842656012176560125e+02 5.931012571119783638e-01
1.842761711483172462e+02 1.183173439558292017e+00
1.842867410789785083e+02 1.164522154459155523e+00
1.842973110096397704e+02 7.174661353934312924e-01
1.843078809403010325e+02 5.243450847108106494e-01
1.843184508709622946e+02 9.757157463765041561e-01
1.843290208016235283e+02 8.084872768292733491e-01
1.843395907322847904e+02 2.781878108477877642e+00
1.843501606629460525e+02 1.001358883489965601e+00
1.843607305936073146e+02 7.524461072752640367e-02
1.843713005242685483e+02 9.450202122144021888e-02
1.843818704549298104e+02 1.445812472321448494e+00
1.843924403855910725e+02 2.444892381176632323e+00
1.844030103162523346e+02 2.963711184266434540e+00
1.844135802469135683e+02 4.111232521925360039e+00
1.844241501775748304e+02 2.772708709319365861e-01
1.844347201082360925e+02 7.414995844469086661e-01
1.844452900388973546e+02 2.417616263960492007e-01
1.844558599695585883e+02 1.636075504951721937e+00
1.844664299002198504e+02 2.371870220318202271e+00
1.844769998308811125e+02 8.750864650313354698e-01
1.844875697615423746e+02 5.858172662193903424e-01
1.844981396922036083e+02 3.177989762727194689e-01
1.845087096228648704e+02 3.035251899808849796e+00
1.845192795535261325e+02 1.972766363340636986e-01
1.845298494841873946e+02 7.730985938866471452e-01
1.845404194148486283e+02 6.027133591760009956e+00
1.845509893455098904e+02 3.249227929005451099e+00
1.845615592761711525e+02 1.345508183242076217e-01
1.845721292068324146e+02 2.985218546578486398e-01
1.845826991374936483e+02 2.600938361793038167e-01
1.845932690681549104e+02 1.460275126342107210e+00
1.846038389988161725e+02 1.697621750063344370e+00
1.846144089294774346e+02 3.314362844358466731e+00
1.846249788601386967e+02 2.023067273612794814e+00
1.846355487907999304e+02 1.803822699120110340e-01
1.846461187214611925e+02 6.207660131441638640e+00
1.846566886521224546e+02 2.443168949715186056e+00
1.846672585827837167e+02 5.633905303402961806e-01
1.846778285134449504e+02 1.597977054338756975e-01
1.846883984441062125e+02 5.250506027104839823e-02
1.846989683747674746e+02 3.708430838284805908e+00
1.847095383054287367e+02 2.261247418274848986e+00
1.847201082360899704e+02 3.872594714849078024e+00
1.847306781667512325e+02 1.665367592473474767e+00
1.847412480974124946e+02 6.425997944561223640e-01
1.847518180280737568e+02 2.461181496257017098e+00
1.847623879587349904e+02 3.591960906654430297e-05
1.847729578893962525e+02 8.630643769213135197e-02
1.847835278200575146e+02 3.636139459624979087e-01
1.847940977507187768e+02 1.530917344880177389e+00
1.848046676813800104e+02 1.960571748770002509e+00
1.848152376120412725e+02 3.375925648275678870e-01
1.848258075427025346e+02 2.374464493303407586e+00
1.848363774733637968e+02 5.391730931557423556e-01
1.848469474040250304e+02 3.451959127930589233e+00
1.848575173346862925e+02 1.213179152069397748e+00
1.848680872653475546e+02 3.576000339924338078e+00
1.848786571960088168e+02 2.828170731447765984e+00
1.848892271266700504e+02 7.210140743676159147e-02
1.848997970573313125e+02 9.816940709965747303e+00
1.849103669879925746e+02 2.119128627528520159e+00
1.849209369186538368e+02 3.201186068697436937e+00
1.849315068493150989e+02 8.559144698750827729e+00
1.849420767799763325e+02 1.027132428333088487e-01
1.849526467106375947e+02 2.882597108549365572e+00
1.849632166412988568e+02 4.519035594271291423e+00
1.849737865719601189e+02 4.772632693836655338e-01
1.849843565026213525e+02 2.658128051758100963e+00
1.849949264332826147e+02 6.538331009236955649e-02
1.850054963639438768e+02 1.967526969334458142e+00
1.850160662946051389e+02 5.914416555861207181e-01
1.850266362252663725e+02 1.420035154472323979e+00
1.850372061559276347e+02 1.028037404298338009e+00
1.850477760865888683e+02 3.084476245761344493e-01
1.850583460172501304e+02 2.872168783722693242e+00
1.850689159479113641e+02 1.125330362651659089e+00
1.850794858785726262e+02 4.962359093482766603e+00
1.850900558092338883e+02 3.057693229291265080e-01
1.851006257398951504e+02 4.684352003629118077e-01
1.851111956705563841e+02 2.395966008639551781e+00
1.851217656012176462e+02 6.772809478055062948e-01
1.851323355318789083e+02 3.074095520634754219e+00
1.851429054625401704e+02 8.916573730857793034e-01
1.851534753932014041e+02 1.176420605077048293e-01
1.851640453238626662e+02 5.605267762054898739e+00
1.851746152545239283e+02 2.782438282409200325e-01
1.851851851851851904e+02 4.302411215836015934e+00
1.851957551158464241e+02 9.866923575396532309e-01
1.852063250465076862e+02 1.371819809155759406e+00
1.852168949771689483e+02 1.080352810314000322e+00
1.852274649078302104e+02 2.064167774485661688e+00
1.852380348384914441e+02 1.100196371706728460e+00
1.852486047691527062e+02 2.256161534188727835e-01
1.852591746998139683e+02 1.418610627459838458e+00
1.852697446304752305e+02 2.231812365217896721e-01
1.852803145611364641e+02 1.849116070415577795e+00
1.852908844917977262e+02 1.325033117312585773e+00
1.853014544224589883e+02 1.049857315659514567e+00
1.853120243531202505e+02 5.596282189991527156e-01
1.853225942837814841e+02 4.636665567735653165e-02
1.853331642144427462e+02 4.310701189567402558e+00
1.853437341451040083e+02 1.155335427048066022e+00
1.853543040757652705e+02 5.366512267520794355e-01
1.853648740064265326e+02 6.889219412727141112e-01
1.853754439370877662e+02 1.037167242831460667e+00
1.853860138677490283e+02 1.538349258069572789e+00
1.853965837984102905e+02 1.310486809174989054e+00
1.854071537290715526e+02 3.917485496633155151e+00
1.854177236597327862e+02 4.270309774355245835e+00
1.854282935903940484e+02 2.377707464080383470e+00
1.854388635210553105e+02 1.439332702748656212e+00
1.854494334517165726e+02 1.368469873854625041e+00
1.854600033823778062e+02 4.610083553206976603e+00
1.854705733130390684e+02 1.535570680462714943e+00
1.854811432437003305e+02 1.379427691491605268e+00
1.854917131743615926e+02 1.437623675066347584e+00
1.855022831050228262e+02 1.023436892438517631e+01
1.855128530356840884e+02 2.249373537677608059e+00
1.855234229663453505e+02 1.581947793205271235e+00
1.855339928970066126e+02 1.945870788169805632e+00
1.855445628276678462e+02 1.136789439946683578e+00
1.855551327583291084e+02 2.799066404829761434e-01
1.855657026889903705e+02 7.104577047926127209e-01
1.855762726196516326e+02 2.208207662720469422e-01
1.855868425503128663e+02 5.622745515647372905e+00
1.855974124809741284e+02 7.064020309467606840e-01
1.856079824116353905e+02 8.172005192404102614e-01
1.856185523422966526e+02 5.064334068308544268e+00
1.856291222729578863e+02 8.373195857304011058e-01
1.856396922036191484e+02 2.768845094741679613e+00
1.856502621342804105e+02 2.613700245956053880e+00
1.856608320649416726e+02 1.257990601940052189e+00
1.856714019956029347e+02 1.687601872068173581e+00
1.856819719262641684e+02 2.628288590324932006e+00
1.856925418569254305e+02 2.439959459489155602e+00
1.857031117875866926e+02 4.021902837598985592e+00
1.857136817182479547e+02 3.907236644726276076e+00
1.857242516489091884e+02 3.126230940923374613e-01
1.857348215795704505e+02 6.825340402542890983e-01
1.857453915102317126e+02 1.423732039247311010e-01
1.857559614408929747e+02 1.637510517743176353e+00
1.857665313715542084e+02 4.671669905368678322e-01
1.857771013022154705e+02 2.120326693951483321e+00
1.857876712328767326e+02 7.649103461066948384e-01
1.857982411635379947e+02 3.755363833922440997e-01
1.858088110941992284e+02 6.804981225224067121e-01
1.858193810248604905e+02 4.445929823441638007e+00
1.858299509555217526e+02 2.151511277816694268e+00
1.858405208861830147e+02 7.018863619799554643e-01
1.858510908168442484e+02 2.180307506283417629e-01
1.858616607475055105e+02 7.437345005861980551e-01
1.858722306781667726e+02 5.985906322755559117e+00
1.858828006088280347e+02 1.007333255368980218e+00
1.858933705394892399e+02 3.326417743641628011e+00
1.859039404701505021e+02 1.777257466608794134e+00
1.859145104008117642e+02 1.081340202919738175e-01
1.859250803314730263e+02 4.591174096127504378e-01
1.859356502621342599e+02 1.983075169626423051e+00
1.859462201927955221e+02 1.431117091801491270e+00
1.859567901234567842e+02 6.820985292724602855e-01
1.859673600541180463e+02 3.029025673695604937e+00
1.859779299847792799e+02 1.583434851691482681e+00
1.859884999154405421e+02 1.916638872342769417e+00
1.859990698461018042e+02 5.674781391382848206e-01
1.860096397767630663e+02 1.017617069783549599e+00
1.860202097074242999e+02 1.238433155266290164e+00
1.860307796380855621e+02 5.662813340628294334e-01
1.860413495687468242e+02 2.679840240459623879e-01
1.860519194994080863e+02 8.201709843853424164e-01
1.860624894300693484e+02 1.697376999596261538e+00
1.860730593607305821e+02 3.559521492777422580e+00
1.860836292913918442e+02 2.060110004258463579e-01
1.860941992220531063e+02 2.892547386657612352e-02
1.861047691527143684e+02 4.414140601607885461e-02
1.861153390833756021e+02 3.240216134042365331e-02
1.861259090140368642e+02 9.679104191347810415e-01
1.861364789446981263e+02 3.521690619070402040e+00
